TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,AccountBalance,cluster
362.68,Credit,Miami,ATM,63,Retired,137,2040.77,1
73.23,Debit,San Francisco,Branch,20,Student,172,1309.85,1
654.49,Credit,Austin,Online,25,Student,104,164.61,1
18.56,Credit,Memphis,Branch,49,Engineer,161,4230.37,0
389.05,Debit,Dallas,ATM,27,Student,41,761.0,1
7.38,Debit,Houston,Online,67,Retired,105,2923.83,1
109.48,Debit,Baltimore,Online,61,Retired,93,7372.47,0
66.91,Debit,Seattle,ATM,39,Doctor,85,871.1,1
335.48,Debit,Oklahoma City,Branch,45,Engineer,155,3023.16,1
38.14,Debit,Albuquerque,Online,19,Student,174,1119.21,1
360.02,Debit,Dallas,Online,68,Retired,68,6400.59,0
567.71,Debit,Memphis,Online,63,Doctor,80,13884.24,2
218.19,Debit,Austin,ATM,19,Student,185,620.83,1
209.99,Debit,Denver,ATM,19,Student,40,1938.01,1
11.02,Debit,Tucson,Branch,19,Student,280,964.79,1
83.43,Debit,New York,Online,56,Retired,109,1870.16,1
344.97,Debit,Austin,Online,34,Doctor,106,5577.94,0
172.29,Debit,El Paso,ATM,36,Engineer,283,8700.8,0
195.54,Debit,Omaha,Online,60,Retired,255,2794.66,1
101.23,Debit,Colorado Springs,Online,45,Engineer,87,6169.71,0
180.46,Debit,Fresno,ATM,25,Student,34,831.75,1
692.55,Debit,Charlotte,Branch,53,Retired,109,2451.56,1
147.31,Credit,Mesa,Online,34,Doctor,92,13625.52,2
107.48,Debit,Los Angeles,Branch,20,Student,103,1379.39,1
81.51,Debit,Washington,Branch,25,Student,97,865.49,1
365.48,Credit,Seattle,Online,76,Retired,216,7147.4,0
491.1,Credit,Houston,Online,35,Engineer,125,7833.85,0
452.8,Debit,Los Angeles,Branch,80,Retired,151,4840.67,0
645.04,Debit,Memphis,Branch,70,Retired,78,7361.47,0
169.28,Debit,Philadelphia,Branch,45,Doctor,114,5128.44,0
88.42,Debit,El Paso,ATM,62,Doctor,91,12381.45,2
155.53,Debit,Baltimore,ATM,29,Engineer,66,4008.05,1
39.24,Debit,Dallas,ATM,77,Retired,106,6462.41,0
78.77,Credit,Las Vegas,ATM,48,Engineer,50,6470.57,0
26.5,Debit,Indianapolis,Online,48,Engineer,179,4854.83,0
83.62,Debit,Raleigh,ATM,48,Doctor,146,12652.22,2
142.78,Debit,San Diego,Branch,68,Doctor,150,11705.88,2
55.99,Debit,El Paso,ATM,35,Doctor,95,932.61,1
774.48,Debit,Louisville,Branch,61,Doctor,31,11613.58,2
105.37,Debit,Sacramento,ATM,25,Student,160,1068.55,1
118.83,Debit,Virginia Beach,Online,28,Student,295,1616.3,1
46.22,Debit,San Jose,Branch,23,Student,217,471.28,1
659.71,Credit,San Jose,Branch,21,Student,148,106.86,1
377.97,Debit,Miami,Online,72,Retired,160,2457.1,1
114.1,Debit,Boston,Branch,69,Retired,148,5882.12,0
11.3,Credit,Louisville,Online,55,Retired,41,1938.99,1
95.5,Debit,Omaha,Online,57,Retired,17,4079.09,1
130.93,Credit,Houston,Branch,28,Engineer,149,860.12,1
272.97,Debit,Boston,Online,68,Retired,174,7811.31,0
73.35,Debit,San Francisco,Branch,24,Student,47,1181.84,1
29.94,Debit,San Francisco,ATM,58,Doctor,243,10915.54,2
50.52,Debit,Boston,Online,20,Student,140,1121.19,1
820.46,Credit,Fort Worth,Online,53,Engineer,243,5621.86,0
153.07,Debit,Detroit,ATM,56,Engineer,116,8873.43,0
52.94,Debit,Tucson,Branch,41,Doctor,146,6990.92,0
384.41,Debit,Jacksonville,ATM,60,Engineer,65,7831.56,0
235.42,Debit,Phoenix,Branch,51,Retired,175,6173.23,0
114.23,Debit,Dallas,ATM,56,Doctor,64,9523.72,2
12.62,Debit,El Paso,Branch,33,Doctor,61,6420.47,0
373.52,Debit,Colorado Springs,ATM,35,Engineer,235,6430.41,0
336.05,Debit,San Antonio,Branch,28,Student,164,1635.05,1
366.93,Debit,Houston,Online,66,Retired,33,6697.79,0
112.27,Debit,Seattle,Branch,58,Doctor,102,7369.89,0
494.96,Debit,Sacramento,ATM,40,Engineer,132,6903.68,0
561.58,Debit,Sacramento,Online,65,Doctor,23,11748.86,2
440.94,Debit,San Antonio,Online,42,Doctor,148,7303.23,0
71.9,Debit,Los Angeles,Branch,29,Doctor,51,10619.35,2
256.66,Credit,Raleigh,Online,54,Retired,137,1794.5,1
166.55,Credit,Houston,Branch,59,Doctor,99,12970.21,2
276.26,Debit,Louisville,Branch,56,Doctor,143,120.89,1
35.46,Debit,Indianapolis,ATM,67,Doctor,164,5692.31,0
38.14,Debit,Portland,Branch,50,Engineer,165,9879.87,2
506.26,Credit,Baltimore,ATM,64,Retired,86,6266.65,0
736.32,Debit,Indianapolis,Online,31,Doctor,28,14268.95,2
389.43,Credit,Austin,ATM,52,Engineer,151,6449.83,0
25.58,Debit,Omaha,ATM,60,Engineer,166,6741.41,0
446.1,Debit,Seattle,ATM,25,Student,243,1008.44,1
147.74,Debit,Raleigh,Branch,23,Student,15,1711.78,1
46.23,Debit,Fresno,Online,77,Retired,282,5107.75,0
265.37,Debit,Washington,Branch,33,Engineer,77,5229.95,0
342.57,Debit,Boston,Online,20,Student,91,339.16,1
417.26,Credit,New York,Online,32,Doctor,45,10442.48,2
33.63,Debit,Columbus,Online,63,Retired,76,4324.4,0
64.58,Debit,El Paso,Branch,55,Retired,173,6292.29,0
23.23,Credit,Miami,Branch,21,Student,122,269.01,1
160.52,Credit,Jacksonville,ATM,78,Retired,112,5379.25,0
285.49,Credit,Charlotte,Branch,53,Doctor,109,6366.84,0
71.87,Debit,Nashville,ATM,22,Student,258,1839.1,1
308.8,Debit,Baltimore,ATM,53,Retired,41,3966.54,1
135.35,Debit,Houston,Branch,33,Engineer,82,9983.36,2
288.43,Debit,Phoenix,Branch,66,Retired,72,4577.09,0
147.46,Credit,Albuquerque,Online,65,Doctor,205,7458.03,0
214.15,Debit,Detroit,Branch,32,Engineer,217,6397.29,0
170.36,Debit,Indianapolis,ATM,30,Doctor,118,6034.73,0
736.53,Debit,Philadelphia,ATM,55,Engineer,120,9826.26,2
213.42,Debit,Columbus,ATM,45,Engineer,17,3736.38,1
94.09,Debit,Miami,Branch,27,Student,203,646.85,1
91.23,Debit,Boston,ATM,72,Retired,86,6385.12,0
263.92,Credit,San Diego,Branch,57,Retired,233,4161.71,0
77.5,Credit,Fort Worth,Online,51,Doctor,201,11079.77,2
3.65,Debit,Miami,Online,69,Doctor,146,10017.11,2
43.88,Credit,Seattle,Online,26,Student,251,1644.09,1
591.98,Debit,El Paso,ATM,28,Student,132,387.65,1
224.79,Debit,Boston,Online,18,Student,129,528.38,1
64.3,Debit,Louisville,ATM,55,Retired,67,7530.3,0
111.79,Debit,Jacksonville,Online,62,Doctor,49,10887.59,2
613.7,Credit,Fort Worth,Branch,61,Retired,37,7307.11,0
170.45,Debit,San Francisco,Branch,60,Engineer,199,2284.41,1
344.27,Debit,San Antonio,Branch,22,Student,123,1918.36,1
872.72,Debit,Washington,Online,22,Student,288,503.01,1
292.95,Debit,Memphis,Branch,37,Engineer,56,1216.91,1
28.44,Debit,Fresno,ATM,18,Student,243,1071.04,1
209.02,Debit,El Paso,ATM,21,Student,74,187.9,1
20.05,Debit,Chicago,ATM,72,Retired,171,7145.67,0
175.02,Debit,Phoenix,Online,28,Student,71,1493.88,1
89.5,Credit,Louisville,Branch,41,Engineer,134,8658.95,0
69.96,Debit,Baltimore,Branch,28,Student,31,164.12,1
146.51,Debit,Albuquerque,ATM,53,Engineer,68,7089.9,0
376.78,Credit,Nashville,Online,21,Student,88,841.65,1
148.54,Credit,Columbus,Branch,71,Retired,107,5677.05,0
388.77,Credit,Jacksonville,Online,26,Student,30,1658.49,1
100.38,Debit,Seattle,Branch,63,Doctor,49,10171.68,2
137.23,Debit,Fresno,Branch,64,Doctor,63,13847.99,2
870.3,Debit,San Jose,ATM,51,Retired,229,3688.98,1
458.94,Debit,Detroit,Branch,52,Engineer,180,5619.95,0
327.35,Credit,Memphis,Branch,20,Student,175,342.08,1
757.15,Debit,Raleigh,Online,53,Engineer,38,4702.86,0
5.64,Debit,Boston,Online,59,Doctor,47,12703.24,2
47.23,Credit,Memphis,Online,73,Retired,160,6659.81,0
239.41,Credit,Baltimore,Online,42,Doctor,248,7860.65,0
7.48,Debit,San Antonio,ATM,55,Engineer,29,1275.2,1
170.97,Debit,Nashville,Branch,26,Student,292,1265.27,1
659.15,Debit,Boston,ATM,22,Student,204,1241.59,1
31.53,Debit,Kansas City,Online,25,Student,283,874.93,1
111.66,Credit,Washington,Online,48,Engineer,140,5716.72,0
250.01,Debit,Kansas City,ATM,62,Retired,88,1541.48,1
554.15,Debit,Raleigh,ATM,49,Doctor,108,14817.22,2
598.66,Credit,Charlotte,Branch,32,Engineer,222,2587.11,1
28.38,Debit,Sacramento,Branch,55,Doctor,98,173.7,1
16.8,Debit,San Diego,ATM,49,Doctor,94,11847.07,2
896.79,Debit,Dallas,Online,33,Doctor,168,11146.74,2
159.0,Debit,Las Vegas,ATM,49,Engineer,38,369.79,1
56.31,Credit,Houston,Online,75,Retired,195,6396.08,0
203.99,Debit,Philadelphia,Online,52,Retired,215,4840.31,0
50.99,Debit,Detroit,Branch,29,Doctor,76,1334.6,1
101.28,Credit,Chicago,Online,32,Engineer,75,2774.35,1
299.92,Debit,Denver,ATM,27,Student,122,1368.0,1
77.54,Debit,Phoenix,Online,67,Retired,73,4536.38,0
18.35,Debit,Nashville,Branch,21,Student,78,1293.39,1
732.53,Credit,San Jose,ATM,26,Student,116,441.54,1
65.11,Debit,Nashville,ATM,34,Engineer,150,8485.14,0
67.07,Credit,Los Angeles,ATM,24,Student,56,999.62,1
137.48,Debit,Seattle,Branch,55,Doctor,47,14273.42,2
398.36,Debit,Columbus,ATM,22,Student,56,1863.7,1
469.46,Debit,New York,ATM,20,Student,149,8640.56,0
37.58,Debit,Indianapolis,ATM,57,Doctor,182,259.44,1
160.24,Debit,Washington,ATM,31,Engineer,15,5526.97,0
315.39,Credit,New York,Branch,23,Student,93,929.6,1
165.91,Debit,Jacksonville,ATM,26,Student,84,587.12,1
211.36,Debit,San Francisco,Branch,47,Engineer,194,4760.34,0
241.45,Debit,Portland,Online,26,Student,158,1594.04,1
23.24,Debit,Indianapolis,Branch,68,Doctor,129,13777.79,2
70.88,Credit,Omaha,Branch,74,Retired,176,1794.65,1
314.52,Debit,Memphis,ATM,80,Retired,229,7071.32,0
181.81,Credit,Austin,Online,78,Retired,122,7525.73,0
854.64,Debit,Fort Worth,Branch,56,Retired,118,2989.25,1
261.19,Debit,Oklahoma City,ATM,64,Retired,52,7620.6,0
220.68,Credit,Raleigh,Online,71,Retired,217,5549.2,0
11.86,Debit,Sacramento,Branch,31,Engineer,129,6782.61,0
122.65,Debit,Columbus,Online,28,Student,41,1968.51,1
395.16,Debit,Milwaukee,Online,56,Retired,17,5340.73,0
704.69,Debit,Las Vegas,Online,51,Retired,150,3267.84,1
369.89,Debit,San Antonio,ATM,69,Retired,69,6941.47,0
10.92,Debit,Jacksonville,ATM,67,Retired,268,7567.2,0
199.14,Debit,Seattle,Branch,31,Engineer,36,7001.25,0
109.43,Debit,Denver,ATM,70,Retired,140,1983.65,1
304.15,Debit,Atlanta,Branch,20,Student,40,686.91,1
620.54,Credit,Omaha,Branch,28,Student,98,213.36,1
757.79,Debit,Charlotte,Online,22,Student,117,1443.02,1
122.81,Debit,San Jose,Branch,52,Doctor,12,8450.84,0
96.25,Debit,Houston,Online,61,Retired,171,7996.7,0
142.55,Debit,Kansas City,Online,67,Doctor,97,1262.68,1
35.94,Credit,Fresno,Branch,23,Student,141,1697.28,1
24.86,Debit,Jacksonville,Branch,58,Engineer,292,2591.65,1
103.08,Debit,San Francisco,Online,60,Doctor,109,12002.16,2
116.27,Debit,Portland,Online,57,Engineer,94,8726.92,0
34.74,Credit,Portland,Online,59,Retired,72,3736.57,1
64.01,Credit,Philadelphia,Branch,19,Student,240,1225.69,1
50.9,Credit,Jacksonville,Online,28,Student,150,1277.7,1
206.84,Debit,Philadelphia,Branch,20,Student,154,454.66,1
37.4,Debit,Raleigh,ATM,20,Student,84,1519.51,1
154.21,Debit,Miami,Online,46,Engineer,75,8045.77,0
199.37,Debit,Chicago,Online,24,Student,79,1331.3,1
410.49,Credit,Atlanta,Branch,25,Student,134,1843.57,1
18.23,Debit,Nashville,ATM,56,Engineer,28,8422.2,0
398.7,Debit,Albuquerque,ATM,47,Doctor,276,7987.74,0
122.14,Debit,Omaha,Online,22,Student,155,327.68,1
378.2,Debit,Mesa,Branch,40,Engineer,167,7372.81,0
124.74,Debit,Los Angeles,ATM,49,Engineer,33,2987.97,1
17.1,Debit,Albuquerque,ATM,53,Retired,101,1619.54,1
287.05,Debit,Milwaukee,ATM,22,Student,212,1204.65,1
874.72,Debit,San Francisco,Online,28,Engineer,173,4630.58,0
40.12,Credit,Dallas,ATM,36,Doctor,269,14304.38,2
125.0,Credit,Indianapolis,Online,49,Engineer,177,3215.76,1
348.44,Debit,Baltimore,Online,24,Student,147,1022.94,1
128.4,Debit,Tucson,ATM,69,Retired,31,2610.64,1
320.93,Debit,Atlanta,Online,55,Engineer,178,9451.66,2
1.41,Debit,Sacramento,ATM,53,Retired,278,1244.17,1
50.52,Debit,Los Angeles,Branch,54,Doctor,293,12815.24,2
383.95,Credit,San Diego,Online,31,Engineer,143,9933.56,2
12.94,Debit,Fresno,Branch,23,Student,158,921.23,1
329.75,Debit,Sacramento,Online,56,Retired,211,6009.43,0
40.79,Debit,Milwaukee,ATM,18,Student,80,1769.33,1
99.25,Credit,Phoenix,Online,63,Retired,93,2570.34,1
150.6,Debit,Miami,ATM,69,Retired,59,3240.14,1
29.5,Debit,San Antonio,Online,73,Retired,129,1229.32,1
54.34,Debit,Albuquerque,ATM,65,Doctor,46,8019.89,0
18.25,Debit,Kansas City,ATM,53,Doctor,18,14328.29,2
633.87,Debit,Kansas City,Online,27,Student,175,330.16,1
81.15,Debit,Miami,ATM,19,Student,114,1595.26,1
83.95,Debit,New York,Online,75,Retired,170,7413.18,0
410.4,Credit,Virginia Beach,ATM,61,Retired,78,2563.91,1
172.68,Debit,Baltimore,ATM,33,Doctor,17,10724.95,2
139.88,Debit,Colorado Springs,ATM,34,Engineer,162,2969.71,1
165.55,Debit,Dallas,Branch,28,Student,115,761.78,1
285.69,Debit,Miami,ATM,63,Retired,35,2552.54,1
532.4,Debit,Jacksonville,ATM,22,Student,149,1033.73,1
293.85,Debit,Charlotte,Online,25,Student,144,1919.97,1
27.94,Debit,Atlanta,Branch,79,Retired,120,1893.44,1
270.36,Debit,Oklahoma City,ATM,25,Student,37,1783.04,1
506.03,Debit,Detroit,Branch,21,Student,21,1123.89,1
206.95,Debit,Seattle,Branch,22,Student,31,1817.65,1
350.96,Debit,Tucson,ATM,63,Retired,167,5463.94,0
261.63,Debit,Chicago,Branch,20,Student,150,477.03,1
46.12,Debit,Fresno,Branch,59,Doctor,30,8874.01,0
27.25,Credit,Kansas City,Branch,63,Retired,92,5365.2,0
331.66,Debit,Las Vegas,ATM,76,Retired,145,7216.3,0
667.95,Credit,Oklahoma City,ATM,62,Doctor,253,13558.56,2
49.84,Debit,Chicago,ATM,49,Doctor,146,7872.04,0
556.04,Debit,Denver,ATM,72,Retired,27,5200.04,0
88.06,Credit,Raleigh,Online,18,Student,288,1779.85,1
745.95,Debit,Memphis,ATM,58,Doctor,127,13264.14,2
67.25,Debit,Miami,Online,19,Student,157,467.4,1
93.63,Debit,New York,ATM,29,Engineer,141,9873.62,2
74.11,Debit,San Jose,Branch,22,Student,49,1257.9,1
41.13,Credit,Philadelphia,Branch,77,Retired,58,6067.54,0
192.02,Credit,Indianapolis,Online,79,Retired,154,5169.07,0
291.27,Debit,Detroit,Branch,77,Retired,121,6878.86,0
296.46,Debit,Dallas,Branch,23,Student,136,558.99,1
341.84,Credit,El Paso,Branch,27,Student,89,1400.04,1
98.41,Debit,Sacramento,Online,27,Student,48,912.71,1
27.51,Credit,Columbus,Online,40,Doctor,103,13645.63,2
12.18,Debit,New York,Branch,76,Retired,77,4909.24,0
207.71,Credit,Kansas City,Online,25,Student,63,570.1,1
25.77,Credit,San Diego,Online,45,Doctor,277,11749.77,2
127.57,Debit,Nashville,ATM,52,Retired,75,6118.2,0
392.05,Debit,Denver,ATM,60,Engineer,172,4383.69,0
521.01,Credit,Seattle,Branch,41,Engineer,73,4004.55,1
849.76,Debit,Seattle,ATM,25,Student,269,373.88,1
172.5,Debit,Columbus,Online,68,Doctor,31,6851.16,0
265.44,Debit,San Antonio,ATM,30,Engineer,169,9700.77,2
152.34,Debit,Omaha,Branch,55,Doctor,115,6853.51,0
21.13,Debit,Dallas,Branch,28,Student,153,948.7,1
111.55,Debit,Denver,ATM,46,Doctor,101,12221.17,2
321.82,Credit,Raleigh,Branch,32,Engineer,43,6500.5,0
148.77,Debit,San Jose,Branch,67,Retired,175,2138.42,1
14.08,Debit,Dallas,Branch,57,Retired,154,3908.65,1
566.33,Credit,Charlotte,ATM,24,Student,66,379.82,1
206.51,Debit,Indianapolis,ATM,51,Retired,275,3921.74,1
180.94,Debit,Raleigh,Branch,75,Retired,57,7659.99,0
77.9,Debit,Washington,Branch,21,Student,128,664.72,1
318.92,Credit,Washington,Branch,21,Student,60,1167.25,1
583.3,Credit,Nashville,Online,59,Engineer,142,5896.01,0
100.68,Debit,Memphis,Online,63,Retired,139,1123.75,1
589.64,Debit,Charlotte,Online,62,Retired,210,2039.4,1
225.93,Credit,Omaha,Branch,25,Student,199,1864.27,1
651.55,Debit,Phoenix,Online,72,Retired,82,2325.78,1
80.97,Debit,Seattle,Online,38,Doctor,157,5926.31,0
191.89,Debit,San Antonio,Branch,25,Student,14,399.57,1
304.75,Credit,Austin,Branch,78,Retired,125,1916.34,1
201.53,Debit,Tucson,Online,68,Retired,287,2732.86,1
8.45,Debit,Philadelphia,ATM,22,Student,141,1115.3,1
435.98,Debit,Mesa,Branch,30,Engineer,105,7334.08,0
743.24,Credit,Indianapolis,Online,19,Student,109,1024.19,1
16.27,Debit,Atlanta,ATM,57,Doctor,44,10971.32,2
290.86,Debit,Louisville,Online,45,Doctor,36,14631.88,2
85.73,Debit,Virginia Beach,ATM,41,Doctor,266,14928.35,2
555.71,Credit,Boston,Branch,22,Student,73,830.37,1
40.03,Debit,Omaha,Branch,23,Student,200,6408.8,0
73.01,Credit,Milwaukee,Online,25,Student,62,1997.33,1
346.12,Debit,San Francisco,Branch,44,Doctor,12,13084.27,2
252.93,Debit,Portland,ATM,75,Retired,222,2760.37,1
58.7,Debit,New York,Branch,67,Doctor,141,8937.35,0
7.56,Debit,Milwaukee,ATM,40,Doctor,145,8528.72,0
540.4,Debit,Houston,Branch,45,Doctor,272,425.77,1
264.14,Debit,Baltimore,ATM,64,Doctor,125,8459.26,0
248.15,Debit,Milwaukee,ATM,75,Retired,202,2649.23,1
24.34,Debit,Raleigh,Branch,54,Engineer,110,6659.12,0
428.61,Debit,Fort Worth,ATM,66,Doctor,62,11937.04,2
117.66,Credit,Memphis,Branch,39,Doctor,126,6794.17,0
165.8,Debit,Nashville,Online,60,Engineer,287,2064.76,1
289.18,Debit,Baltimore,ATM,65,Retired,64,3139.75,1
125.39,Debit,Los Angeles,ATM,21,Student,140,202.69,1
305.18,Debit,Chicago,Online,58,Retired,216,4474.2,0
506.9,Credit,Houston,Branch,64,Doctor,56,11471.87,2
504.12,Credit,Baltimore,Branch,25,Student,101,1107.28,1
42.09,Debit,Denver,Branch,29,Engineer,118,5526.28,0
607.28,Debit,Baltimore,ATM,32,Doctor,84,9679.68,2
91.9,Debit,Chicago,Online,77,Retired,125,1033.94,1
303.43,Debit,Virginia Beach,Branch,22,Student,30,1833.24,1
668.78,Debit,Mesa,ATM,20,Student,141,983.68,1
270.54,Credit,Sacramento,ATM,20,Student,139,269.78,1
247.93,Debit,Indianapolis,Branch,37,Engineer,79,9801.48,2
34.67,Debit,Chicago,Online,19,Student,71,888.6,1
326.03,Credit,New York,Online,18,Student,137,290.24,1
148.26,Debit,Omaha,ATM,25,Student,57,958.7,1
373.99,Debit,Sacramento,ATM,60,Doctor,140,8590.5,0
254.34,Debit,El Paso,Online,49,Engineer,79,5461.08,0
819.48,Debit,Virginia Beach,ATM,25,Student,26,1804.5,1
14.0,Debit,San Antonio,ATM,49,Engineer,173,7975.18,0
57.16,Debit,Columbus,ATM,40,Engineer,74,222.22,1
282.26,Debit,Memphis,Online,37,Engineer,278,6857.2,0
46.96,Debit,Las Vegas,Online,46,Engineer,12,2028.92,1
473.2,Debit,Houston,Online,34,Doctor,173,248.52,1
192.97,Debit,Sacramento,ATM,59,Retired,140,3019.04,1
168.99,Debit,Baltimore,ATM,18,Student,203,1523.57,1
1.82,Debit,San Francisco,Online,80,Retired,60,5571.39,0
40.9,Debit,Charlotte,ATM,55,Doctor,37,1514.34,1
78.91,Debit,Sacramento,Online,61,Doctor,157,1817.43,1
169.97,Credit,San Diego,ATM,22,Student,12,6269.12,0
486.61,Credit,Sacramento,ATM,48,Engineer,130,2006.69,1
148.13,Debit,Phoenix,Branch,58,Retired,56,2189.38,1
164.52,Debit,Dallas,ATM,61,Doctor,162,11036.74,2
720.89,Debit,Indianapolis,ATM,27,Student,120,447.06,1
268.7,Debit,Milwaukee,ATM,53,Retired,63,2104.74,1
637.34,Debit,Indianapolis,ATM,51,Retired,278,5183.5,0
216.76,Credit,Omaha,Online,47,Engineer,138,643.64,1
418.02,Debit,Los Angeles,ATM,46,Doctor,110,11011.86,2
292.03,Credit,Memphis,ATM,46,Engineer,154,951.33,1
251.4,Debit,Tucson,ATM,57,Retired,178,2561.67,1
184.56,Debit,Virginia Beach,Online,21,Student,93,1549.27,1
33.76,Debit,Seattle,Online,26,Engineer,227,3253.51,1
253.46,Debit,Memphis,ATM,45,Engineer,60,1338.95,1
138.68,Credit,Colorado Springs,Branch,22,Student,44,206.2,1
42.56,Debit,Fresno,Online,18,Student,146,4361.44,0
680.76,Debit,Kansas City,Branch,21,Student,165,572.97,1
53.83,Debit,Baltimore,Branch,70,Retired,131,4580.59,0
11.09,Debit,Charlotte,Branch,51,Engineer,95,2990.05,1
37.81,Debit,Colorado Springs,Branch,63,Retired,195,5208.98,0
449.18,Debit,Denver,Online,67,Retired,50,1025.99,1
297.6,Debit,Milwaukee,Online,39,Doctor,162,1461.17,1
683.75,Debit,Las Vegas,Branch,32,Doctor,106,6333.72,0
21.4,Credit,Kansas City,Online,48,Engineer,129,8551.6,0
315.94,Debit,Omaha,ATM,78,Retired,93,4273.99,0
223.76,Credit,Boston,Branch,74,Retired,110,4102.23,0
216.03,Debit,Boston,ATM,42,Doctor,300,10462.77,2
17.42,Debit,Dallas,ATM,74,Retired,150,6851.31,0
491.91,Debit,Milwaukee,Online,78,Retired,155,2421.94,1
350.11,Credit,Raleigh,Online,74,Retired,178,4639.04,0
218.07,Debit,Austin,Branch,23,Student,243,443.62,1
291.09,Debit,El Paso,Branch,48,Engineer,73,6312.79,0
422.14,Credit,Albuquerque,Branch,26,Student,109,1436.32,1
613.21,Debit,Tucson,ATM,61,Retired,157,3279.12,1
73.83,Debit,Las Vegas,Online,69,Doctor,69,6020.29,0
67.33,Debit,Detroit,Online,59,Engineer,36,5925.98,0
26.92,Debit,Indianapolis,ATM,62,Retired,43,1674.94,1
18.3,Debit,Mesa,Online,48,Engineer,155,3733.52,1
317.94,Debit,Los Angeles,ATM,54,Engineer,124,2996.51,1
179.38,Debit,Mesa,Online,40,Doctor,173,11666.18,2
13.92,Debit,Los Angeles,ATM,37,Engineer,209,2735.84,1
365.43,Debit,Portland,ATM,25,Student,176,1073.51,1
263.59,Debit,Dallas,Branch,71,Retired,16,6996.35,0
54.8,Debit,Albuquerque,Branch,34,Engineer,140,4943.49,0
141.49,Debit,Baltimore,Online,24,Student,75,1665.58,1
31.39,Debit,Tucson,ATM,20,Student,15,998.49,1
93.82,Debit,San Diego,Online,39,Engineer,176,8422.06,0
5.71,Debit,Tucson,Branch,21,Student,106,1285.42,1
178.39,Debit,Tucson,Online,34,Engineer,98,8469.43,0
126.91,Debit,Kansas City,ATM,22,Student,42,692.69,1
36.09,Debit,Columbus,Branch,53,Doctor,167,12319.26,2
91.77,Debit,Omaha,Branch,51,Doctor,174,9240.73,2
198.92,Debit,Milwaukee,Online,36,Engineer,100,2854.66,1
137.81,Debit,Detroit,Branch,58,Engineer,44,2631.47,1
136.88,Credit,Memphis,Branch,24,Student,71,7465.95,0
133.07,Debit,Sacramento,Branch,21,Student,155,1670.99,1
1.14,Debit,Indianapolis,Branch,43,Doctor,137,13913.92,2
256.34,Debit,Kansas City,Branch,69,Retired,99,7471.63,0
56.11,Debit,Boston,Branch,36,Doctor,109,11123.65,2
118.1,Debit,Fort Worth,ATM,50,Engineer,50,7976.6,0
137.86,Credit,Sacramento,Online,66,Doctor,120,8046.94,0
813.78,Credit,Atlanta,ATM,54,Doctor,55,14935.5,2
237.97,Debit,Columbus,ATM,69,Doctor,69,13486.15,2
684.96,Debit,Mesa,ATM,21,Student,31,526.67,1
878.63,Debit,Columbus,ATM,60,Engineer,139,4954.37,0
276.56,Debit,Austin,Branch,68,Doctor,15,8942.58,0
8.75,Debit,Louisville,ATM,79,Retired,199,4044.62,1
637.48,Debit,Colorado Springs,Online,65,Retired,207,4148.85,0
103.15,Debit,San Diego,Branch,51,Doctor,179,11388.15,2
505.6,Debit,Denver,Branch,52,Retired,183,5347.57,0
371.86,Debit,Miami,ATM,46,Doctor,91,1329.45,1
14.26,Debit,Virginia Beach,Branch,50,Engineer,37,2475.65,1
13.16,Debit,Mesa,Branch,43,Engineer,98,1019.46,1
73.01,Debit,Houston,ATM,56,Retired,101,2833.12,1
201.5,Credit,Dallas,Online,61,Doctor,196,12148.32,2
150.3,Debit,Las Vegas,Online,41,Doctor,204,14371.08,2
23.7,Debit,San Francisco,ATM,46,Doctor,32,7947.44,0
49.59,Debit,Boston,Branch,48,Engineer,147,6037.03,0
720.13,Credit,Omaha,ATM,22,Student,96,387.02,1
134.92,Debit,Los Angeles,Online,19,Student,101,1081.97,1
116.97,Debit,Oklahoma City,ATM,18,Student,299,729.7,1
88.29,Credit,Houston,Online,50,Engineer,287,5245.93,0
5.81,Debit,Houston,ATM,25,Student,222,1290.95,1
103.48,Debit,Baltimore,ATM,32,Engineer,33,6494.25,0
156.74,Debit,Oklahoma City,ATM,70,Retired,136,4004.35,1
505.14,Debit,Portland,ATM,68,Retired,179,2525.47,1
31.06,Debit,Kansas City,ATM,46,Doctor,61,11014.25,2
7.61,Debit,Atlanta,ATM,50,Doctor,163,6275.0,0
276.16,Credit,Portland,ATM,53,Retired,71,1733.34,1
145.77,Debit,Memphis,ATM,68,Retired,237,5294.98,0
369.44,Debit,Detroit,Online,34,Engineer,19,5018.67,0
558.86,Debit,Austin,ATM,60,Doctor,95,9844.32,2
429.15,Debit,Las Vegas,Branch,26,Student,218,712.13,1
36.74,Debit,Tucson,Branch,33,Doctor,133,6217.58,0
79.14,Credit,Portland,Online,57,Retired,22,2229.56,1
132.48,Debit,Charlotte,Branch,36,Engineer,101,9313.05,2
203.76,Debit,Colorado Springs,Branch,55,Retired,37,6747.16,0
750.95,Debit,Chicago,Branch,78,Retired,27,5134.37,0
0.84,Debit,Austin,ATM,52,Engineer,31,2207.54,1
257.18,Debit,Los Angeles,Online,67,Doctor,28,13336.15,2
767.66,Debit,San Jose,ATM,63,Doctor,155,1801.69,1
182.29,Debit,San Diego,Online,54,Doctor,123,522.39,1
184.51,Credit,Portland,Online,54,Doctor,118,9381.64,2
