X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,Y
17.77,23.41,26.9,18.26,20.77,48.34,17.77,13.91,29.56,156.16,259.66
21.03,17.07,17.63,24.95,20.71,48.85,23.02,15.74,30.38,155.39,262.12
21.38,17.05,22.13,23.32,20.8,50.2,17.9,16.53,32.59,162.32,265.1
19.27,13.84,20.37,17.61,19.75,47.74,19.66,14.68,37.45,151.18,256.01
22.02,19.07,27.05,22.85,16.83,50.27,27.9,17.12,31.35,161.85,291.5
22.67,22.58,21.88,18.31,13.59,54.32,24.29,18.3,26.47,173.46,280.65
19.61,26.19,23.55,16.72,13.4,53.51,26.37,15.46,28.95,167.03,263.05
25.06,22.22,18.8,23.62,18.17,50.21,23.05,19.54,32.49,159.36,303.93
15.95,20.19,19.89,12.75,22.77,45.16,18.87,12.69,25.48,142.98,230.76
20.67,18.69,20.99,17.92,19.44,52.9,16.29,16.95,31.04,171.3,268.89
23.51,18.54,15.34,16.81,27.51,48.87,18.92,18.73,34.29,158.22,264.37
22.88,19.12,23.08,19.33,24.99,53.36,24.16,17.3,34.44,170.8,266.65
13.27,24.55,20.49,25.32,23.2,58.98,27.68,10.29,18.7,189.74,257.08
24.87,22.11,25.92,26.57,18.5,49.72,23.81,20.91,33.12,162.94,298.24
24.26,13.09,17.47,21.36,17.76,50.87,22.62,18.65,39.41,163.46,262.5
30.57,20.4,22.94,21.16,22.75,56.73,24.52,25.53,47.31,176.25,305.78
13.96,19.14,12.03,17.35,20.16,53.4,23.06,10.69,21.69,171.11,232.87
18.16,18.27,15.99,22.99,12.52,48.17,17.35,14.59,34.82,156.21,237.87
19.21,14.61,18.48,23.16,21.01,51.8,14.2,15.06,34.81,169.35,239.21
18.45,13.02,11.96,17.05,22.05,46.41,12.79,14.08,29.14,150.49,217.87
22.75,16.37,27.43,21.74,23.4,50.66,20.49,18.24,34.32,163.1,281.11
27.09,23.18,29.92,15.65,20.91,43.86,22.54,21.88,35.05,138.03,316.19
30.74,19.19,27.65,19.26,20.74,49.94,18.92,24.32,38.47,161.34,318.64
13.83,12.71,16.25,18.45,20.7,44.97,16.64,10.84,26.86,141.91,200.7
20.29,22.06,19.95,15.96,17.71,55.53,24.01,15.72,32.22,176.69,250.01
27.41,19.28,13.61,18.16,16.28,55.61,26.3,21.54,34.67,178.28,296.44
16.2,25.8,16.28,16.71,23.8,49.61,21.09,12.5,31.03,160.55,249.12
14.97,18.95,18.09,22.25,26.18,42.01,17.57,12.24,18.38,136.3,254.01
15.65,14.6,29.63,18.77,11.15,43.98,15.16,11.46,30.75,145.84,221.06
23.9,18.82,19.52,18.82,19.91,51.25,21.45,18.4,33.54,163.93,274.02
18.12,16.39,18.06,16.2,24.11,43.8,24.7,14.32,32.9,142.09,217.71
21.35,16.29,23.52,13.34,19.15,50.53,22.08,17.72,34.68,161.95,246.0
10.93,15.05,21.57,19.08,22.41,60.38,26.2,9.02,21.11,192.03,206.23
16.24,16.04,24.66,18.31,17.63,50.1,16.55,13.34,25.33,162.04,233.73
18.77,15.34,21.11,15.22,24.11,51.36,22.33,15.13,25.34,160.91,246.7
19.0,13.53,21.8,22.56,15.89,41.45,14.1,15.27,27.5,133.53,249.37
16.06,19.56,20.37,24.33,12.82,45.88,25.5,11.85,22.33,146.21,249.61
20.5,20.32,29.22,22.45,15.55,53.59,20.54,16.29,25.54,172.16,289.64
19.46,24.89,20.06,22.96,23.41,53.74,19.17,15.34,28.92,171.49,290.17
16.75,19.87,15.78,17.45,17.18,51.08,21.67,13.87,25.22,162.55,227.05
14.78,22.72,14.08,13.48,9.38,42.38,17.37,11.81,19.05,132.95,211.58
18.87,21.22,20.22,20.88,19.5,58.86,22.47,15.19,31.85,186.09,249.29
22.18,21.88,18.0,21.62,24.56,53.21,25.56,16.89,34.05,169.28,278.7
23.94,26.35,19.29,28.43,15.64,48.03,16.88,19.84,35.26,154.56,275.23
16.51,19.75,21.37,15.88,22.49,55.64,23.62,14.63,23.37,181.52,264.17
24.69,20.86,17.61,19.63,16.94,54.35,20.42,19.64,41.84,172.91,277.88
19.22,18.56,29.76,22.36,24.76,50.77,22.73,15.68,33.35,159.21,263.0
25.1,24.4,19.34,20.93,18.65,46.53,23.62,20.44,35.32,145.44,295.09
18.46,19.59,17.54,24.23,18.54,45.45,13.52,16.28,23.87,146.88,252.56
18.16,19.63,22.28,20.56,21.43,48.22,17.67,14.05,28.54,155.64,237.99
22.6,23.46,10.45,14.66,22.69,56.67,20.54,18.38,33.74,179.41,258.55
24.19,23.22,15.32,17.9,26.85,44.68,18.68,19.98,36.49,144.5,287.84
11.99,14.7,23.04,23.91,18.25,48.25,16.21,9.01,19.09,157.13,209.98
25.62,21.95,18.35,24.44,16.03,53.7,18.25,20.5,36.54,168.62,290.41
26.29,22.28,22.36,11.82,10.85,49.72,20.87,20.65,38.08,155.48,293.49
16.23,21.24,12.82,27.9,17.73,48.22,16.01,13.17,30.39,157.76,232.92
14.46,22.39,18.38,22.73,21.0,47.25,17.09,11.62,20.39,152.84,247.33
23.62,14.2,19.5,26.14,23.25,48.54,19.78,19.43,38.75,155.82,265.54
22.66,24.91,23.6,24.08,26.81,52.52,20.2,18.51,29.97,165.61,295.16
19.35,19.57,14.89,18.62,17.47,50.06,15.67,16.58,29.3,161.72,252.23
15.75,18.5,21.65,25.23,19.3,52.76,18.54,12.67,21.87,170.1,243.55
15.64,17.97,25.38,14.65,16.02,51.71,19.73,12.63,18.36,163.82,232.82
20.16,17.59,19.84,22.22,19.04,48.09,18.37,16.65,29.0,156.03,263.65
10.49,24.86,24.06,18.29,23.32,50.48,17.2,8.65,17.42,164.45,247.63
21.69,17.79,19.2,16.75,18.9,49.68,20.72,19.11,34.45,157.94,246.61
19.93,25.57,18.93,16.87,25.49,55.13,20.63,16.41,26.94,175.17,257.58
15.19,12.75,21.15,15.92,20.67,47.16,24.93,12.62,26.23,155.61,225.51
23.99,17.15,16.0,24.23,9.5,58.79,27.86,19.36,36.32,185.84,263.71
19.95,16.49,23.99,19.03,24.93,49.47,11.11,15.86,27.82,158.43,269.86
14.62,19.51,18.96,17.77,28.09,47.81,25.21,11.18,21.94,148.53,245.99
25.37,18.49,17.45,24.85,12.75,60.59,22.59,19.7,33.86,192.5,276.79
24.16,14.66,32.36,20.42,20.11,47.0,15.96,19.36,32.21,148.95,294.14
24.38,15.8,21.56,19.97,17.84,53.2,22.68,20.16,35.16,172.06,276.77
24.8,15.73,25.81,19.14,15.68,47.81,26.3,19.92,36.23,151.09,273.74
17.82,24.14,13.57,14.66,26.71,50.81,26.74,14.02,26.32,160.13,236.65
19.64,17.67,16.05,18.98,19.0,50.83,29.83,16.03,30.62,163.48,250.43
19.95,18.13,16.27,19.13,28.36,45.65,13.7,16.1,31.95,143.31,250.45
17.41,20.76,23.17,20.59,17.61,54.77,20.04,14.33,19.59,178.08,246.76
16.61,16.17,20.11,15.16,12.77,46.3,21.87,13.67,20.22,147.91,227.51
20.37,15.83,18.42,22.28,23.14,47.81,22.21,15.9,29.17,155.84,250.21
25.17,16.0,22.76,13.05,21.06,45.18,19.59,20.8,32.2,146.02,285.32
26.79,11.18,18.26,22.54,15.21,47.81,18.19,21.68,31.88,152.17,270.1
18.51,12.27,16.26,21.63,19.26,51.46,24.17,14.92,28.34,169.11,239.57
17.9,25.48,19.35,21.76,19.04,50.36,23.01,14.71,26.98,163.03,261.65
19.19,20.04,21.86,19.02,13.19,46.13,14.91,15.44,31.82,147.96,246.6
22.36,21.19,29.43,21.77,14.97,52.2,21.25,18.21,34.51,168.68,299.8
14.15,24.69,18.53,14.98,27.06,42.33,18.26,11.73,16.97,138.86,224.22
25.45,20.29,27.01,15.13,17.65,47.39,18.53,21.26,34.15,151.51,301.44
25.9,19.14,18.43,24.2,23.42,51.67,24.18,20.62,35.29,168.55,281.1
11.28,16.93,22.36,21.05,15.94,52.01,20.45,9.53,20.62,167.65,203.76
17.42,19.62,19.42,16.97,16.11,49.67,23.53,12.98,27.57,157.61,252.57
21.67,19.56,22.12,15.84,24.76,44.7,18.81,16.86,27.51,139.63,266.83
22.5,19.87,19.67,15.99,20.71,50.19,13.51,18.83,34.97,160.96,266.01
20.87,14.32,21.7,22.81,21.49,55.32,25.37,16.08,28.85,176.19,267.59
20.05,26.93,23.21,11.95,21.16,58.29,25.53,15.59,30.37,185.98,287.25
28.86,20.22,19.03,12.55,14.14,50.35,17.58,23.73,37.27,159.55,291.7
11.92,18.98,10.28,16.19,20.87,51.25,23.51,9.12,16.85,161.35,204.69
17.16,9.1,22.19,18.79,17.69,52.71,20.63,14.18,31.69,166.94,228.17
19.03,14.45,22.79,22.18,21.84,45.57,22.15,14.82,29.37,149.22,262.86
11.88,17.2,24.34,14.89,11.72,49.75,18.22,10.0,28.95,159.22,203.15
24.4,15.74,21.26,21.77,24.55,48.79,20.32,18.88,36.83,157.3,272.5
16.93,24.37,17.37,11.98,26.38,42.32,20.48,13.28,31.85,136.59,234.53
19.12,15.33,14.96,21.13,21.5,47.95,21.04,14.88,29.84,150.81,240.55
15.63,22.6,22.02,21.18,18.55,47.71,20.45,12.74,31.96,149.79,242.58
20.92,25.98,14.45,22.23,16.99,54.37,17.01,16.57,31.51,172.38,275.0
19.3,20.64,15.68,21.58,29.34,48.84,20.08,15.67,26.4,156.6,256.01
16.75,16.66,16.18,16.68,14.11,50.88,17.0,14.73,24.27,162.39,210.33
22.56,16.55,12.47,18.14,23.87,53.04,18.76,18.71,29.74,170.96,259.78
17.84,17.52,20.47,20.19,22.42,46.06,15.08,13.75,26.85,145.81,243.57
17.99,17.79,21.8,16.17,20.11,50.74,18.84,13.77,26.06,157.69,250.8
9.0,20.79,17.44,21.79,20.14,49.97,23.54,6.77,14.84,162.0,197.98
15.26,15.12,13.61,20.07,22.19,50.98,25.08,12.64,25.24,161.73,214.54
24.16,13.54,21.1,18.1,20.63,47.79,28.61,19.67,34.57,155.69,267.04
16.4,14.37,22.38,18.97,23.41,54.55,19.41,13.29,23.69,176.87,246.86
20.2,25.84,19.64,16.48,20.81,47.69,13.87,16.84,31.35,156.39,270.5
21.54,16.13,15.09,19.24,12.15,53.88,21.39,17.45,34.9,177.32,254.07
20.51,22.8,13.85,23.24,19.37,49.46,20.3,15.91,34.23,152.91,248.1
19.32,20.96,28.43,22.73,19.56,50.37,20.1,15.37,24.63,162.98,271.12
12.03,12.29,22.98,30.27,14.53,55.16,25.87,9.46,23.34,173.49,203.65
21.57,11.95,22.91,19.37,20.39,56.25,17.63,16.94,35.04,178.1,242.0
23.06,19.8,17.39,18.73,21.0,52.53,13.2,18.58,32.63,165.59,274.66
17.87,22.69,21.86,20.64,18.75,55.33,22.98,13.82,20.2,175.4,265.88
20.2,13.67,23.6,15.45,22.12,46.07,14.11,15.4,30.02,145.76,245.13
13.95,20.9,23.44,24.52,13.49,52.6,19.17,11.34,23.68,163.9,225.14
11.35,23.77,28.36,16.66,20.34,49.54,20.41,10.88,19.15,165.12,223.58
21.02,16.49,20.91,19.65,17.06,50.58,23.98,17.28,34.05,164.44,255.1
14.9,15.15,20.87,21.27,21.89,50.56,20.6,12.8,23.73,161.08,242.54
17.78,25.03,14.95,18.63,24.43,55.74,21.9,14.99,27.58,180.25,247.13
18.86,27.83,15.17,15.45,22.14,48.76,22.51,14.28,31.11,155.84,257.66
13.08,21.08,25.11,21.66,18.18,53.25,22.04,9.92,21.24,169.01,235.51
21.95,21.06,19.78,15.08,17.65,55.33,19.39,18.67,37.11,177.83,263.21
16.7,24.81,13.62,13.86,18.73,52.56,20.74,12.58,23.9,166.56,242.62
24.17,29.97,23.66,18.74,15.54,51.22,12.12,19.29,35.47,166.65,303.28
15.99,16.94,18.45,24.56,18.63,51.85,19.08,12.52,21.01,161.24,219.48
19.29,23.95,22.31,19.0,13.64,49.31,16.13,15.74,26.6,159.76,261.82
27.85,20.21,16.09,22.87,13.28,55.16,13.69,22.1,41.49,176.81,290.3
22.74,23.81,20.4,24.77,21.5,58.66,17.51,17.92,37.19,183.98,299.64
12.41,24.68,21.47,23.68,24.44,53.38,22.78,9.95,25.15,170.26,254.65
17.26,14.56,17.98,22.23,24.09,50.17,13.52,13.9,29.16,158.65,247.89
17.05,23.04,25.93,20.99,23.22,56.06,19.98,14.24,27.05,178.63,268.34
15.69,13.14,13.53,15.18,19.73,39.57,13.07,12.3,21.6,127.61,212.86
13.73,23.63,22.24,15.39,21.6,47.74,14.68,10.81,26.72,153.08,234.16
15.7,18.07,8.04,10.9,19.32,62.35,27.48,13.04,23.08,195.74,209.47
21.5,19.4,12.25,14.63,20.33,42.32,18.01,17.17,28.35,139.4,249.57
22.43,18.3,19.48,23.21,16.18,59.03,21.13,17.22,29.65,183.66,275.25
24.74,11.41,24.79,19.09,27.04,50.45,21.72,18.17,32.19,167.13,280.16
26.22,20.1,21.05,21.17,12.36,47.98,24.92,20.29,34.87,152.22,318.55
19.02,16.16,16.1,15.76,19.97,44.06,14.69,14.86,33.78,149.01,223.43
20.81,22.42,17.97,18.63,19.5,50.42,17.81,16.17,28.4,155.94,250.19
19.31,21.95,18.6,20.56,11.22,42.81,14.5,14.86,25.82,136.68,257.55
18.05,20.95,18.11,20.63,17.66,46.66,21.46,13.43,29.18,152.6,263.55
13.09,22.05,17.28,23.22,21.59,47.82,22.39,9.52,26.74,151.85,220.0
19.65,20.65,12.62,22.66,18.48,50.62,21.86,15.89,32.15,161.4,266.15
19.17,24.01,20.11,19.02,18.9,40.33,13.84,15.27,28.49,134.3,274.5
22.8,22.65,22.19,22.8,18.29,49.02,17.43,17.93,34.76,154.94,283.9
18.15,14.0,21.98,18.31,20.18,46.37,21.12,15.5,25.78,147.14,237.36
17.24,16.74,27.09,22.53,20.7,51.76,20.18,14.09,29.23,166.79,262.49
26.21,17.7,22.29,15.51,16.44,52.88,21.1,21.7,37.89,169.86,280.76
22.62,20.14,15.31,16.29,25.89,52.93,30.92,19.02,28.66,168.6,290.98
23.48,18.14,20.43,19.68,20.6,47.6,20.91,19.2,26.21,150.11,250.76
15.9,18.29,28.19,24.07,16.92,54.12,27.32,12.68,30.04,175.92,267.97
23.95,20.14,20.37,28.44,21.35,52.96,23.73,19.65,29.99,168.27,287.69
22.32,19.85,16.24,27.96,23.41,47.8,15.28,17.71,33.73,155.86,257.43
16.1,20.62,22.66,18.7,19.68,57.72,21.46,12.28,26.65,183.81,254.6
15.14,13.51,8.63,20.6,20.64,52.79,21.75,13.54,26.8,169.0,194.63
22.4,14.67,12.92,15.35,23.09,49.9,15.21,18.55,30.48,157.47,248.78
22.58,25.13,24.52,17.44,23.09,46.49,15.4,18.14,32.94,147.82,301.55
21.3,11.24,13.71,16.61,15.8,53.77,20.09,18.27,32.73,174.48,246.3
22.41,19.4,18.12,17.99,12.99,51.8,16.18,18.63,36.96,164.35,245.36
15.98,21.41,18.05,22.0,22.28,39.44,12.43,11.8,23.06,128.83,235.94
16.38,18.44,24.51,32.03,13.33,41.98,12.71,12.92,23.56,135.03,252.65
13.81,18.1,17.79,21.7,19.55,43.46,19.46,12.67,25.18,139.28,232.94
22.29,24.3,16.93,21.48,20.11,51.49,17.24,18.1,37.0,164.46,270.05
17.57,16.19,26.43,28.16,30.66,49.76,23.9,13.72,25.64,159.12,276.66
20.95,11.31,13.06,12.71,14.67,50.29,17.84,16.28,29.84,159.04,225.13
21.49,14.09,27.98,14.01,17.73,49.0,20.75,17.18,32.29,159.86,267.91
27.8,18.62,23.94,21.01,19.75,56.06,22.51,22.03,45.15,175.25,289.27
18.82,8.67,18.48,18.16,25.02,49.01,19.92,15.55,29.91,157.6,230.53
17.32,22.79,27.72,24.73,19.66,46.24,22.6,13.59,21.48,153.06,269.32
20.46,16.69,15.68,20.14,16.26,43.73,19.9,17.77,29.01,139.76,248.31
17.68,18.47,15.81,22.99,15.92,55.46,20.13,14.09,30.08,174.7,224.51
17.1,23.03,18.94,16.89,26.1,58.09,23.67,14.07,25.81,180.73,252.52
22.18,16.11,9.58,14.14,20.86,52.9,26.21,16.03,34.61,170.45,250.55
19.05,19.0,14.6,20.6,19.46,48.15,21.04,14.97,28.18,155.4,230.61
22.36,21.21,23.41,19.66,18.9,55.36,21.29,18.2,32.65,172.12,262.19
24.28,13.56,22.6,13.98,21.91,52.67,20.1,19.05,36.58,171.37,268.84
10.89,16.55,19.09,19.76,18.13,53.94,22.85,9.15,26.02,170.86,211.18
11.74,22.09,19.7,19.15,16.56,42.08,15.85,9.32,21.76,132.99,210.64
22.36,15.51,18.21,21.83,14.35,46.0,22.0,18.69,30.85,148.4,253.2
14.82,23.42,19.51,22.18,20.62,57.84,22.51,12.2,25.27,181.73,233.28
17.89,19.75,18.35,21.16,19.13,56.3,16.71,14.16,26.63,175.55,262.12
19.91,19.74,14.93,19.9,20.32,49.74,20.48,16.11,28.0,158.77,252.63
24.4,21.78,16.89,16.39,15.99,46.85,18.08,19.89,38.95,151.77,267.07
23.48,17.72,18.05,18.0,14.65,46.25,17.15,18.12,34.07,148.48,259.32
25.5,15.0,20.19,19.06,19.98,48.7,21.98,20.64,35.83,160.17,272.64
18.73,22.36,19.17,19.09,27.91,49.12,21.1,14.52,24.98,154.97,245.89
20.71,24.45,20.79,18.97,22.44,50.74,18.91,16.85,30.25,165.63,267.12
22.75,19.05,22.63,16.58,24.9,52.43,18.58,18.3,31.54,165.41,265.65
28.78,18.31,21.63,17.0,17.73,56.01,21.35,22.81,46.27,177.64,284.31
19.22,27.86,19.87,20.77,22.57,50.51,18.23,15.78,27.1,158.22,257.15
17.5,18.43,20.85,19.08,25.75,56.09,19.31,14.43,33.24,178.27,254.94
17.82,22.5,28.48,21.33,17.03,37.61,14.4,13.54,28.41,125.91,256.5
14.35,20.09,22.61,13.91,21.15,43.45,19.37,10.69,20.63,135.16,243.09
20.48,21.57,20.32,15.89,19.46,44.85,21.82,16.09,31.65,145.08,266.28
23.51,13.29,24.94,24.92,17.96,44.69,17.26,18.8,34.17,142.24,279.61
21.51,17.49,15.33,17.43,20.96,44.74,22.23,16.15,27.43,140.37,249.52
19.38,15.57,12.75,21.09,10.74,44.89,18.9,16.35,26.31,147.05,211.21
19.04,15.96,21.21,25.05,21.69,53.98,21.26,15.91,27.24,168.03,263.84
18.04,22.99,18.55,18.71,23.7,50.14,14.59,14.54,26.78,156.74,238.6
11.65,20.77,24.44,26.99,21.7,54.7,26.43,9.27,17.85,174.69,244.77
22.53,20.99,19.84,18.2,21.86,50.16,19.57,16.81,26.61,160.79,284.19
22.99,19.07,15.46,18.62,18.9,66.62,24.43,18.48,33.95,212.36,256.47
23.33,31.76,18.15,17.45,17.85,46.57,18.06,18.47,35.16,151.14,286.27
18.19,20.97,17.18,20.36,26.57,49.36,21.16,14.29,30.08,157.62,256.9
20.93,21.01,19.46,15.79,20.82,44.33,22.99,16.31,27.85,147.73,269.33
23.81,16.9,19.79,23.36,22.6,53.54,14.07,19.01,32.65,168.48,264.37
14.22,17.5,21.41,26.58,22.22,48.93,14.9,11.07,15.02,155.32,236.13
21.35,20.34,21.19,20.68,20.94,42.07,15.55,16.73,29.66,130.98,277.89
21.84,24.66,18.17,18.5,23.96,42.94,18.1,16.82,29.02,137.38,264.3
21.4,14.73,17.75,15.78,16.33,47.07,20.36,17.82,39.51,153.27,246.83
16.77,15.11,20.23,24.37,25.36,52.01,18.74,13.1,33.71,167.26,235.99
17.36,19.06,18.19,17.2,19.34,46.23,19.75,12.87,29.31,147.2,245.29
23.08,15.03,19.99,17.79,14.97,47.5,13.9,17.47,32.0,149.62,259.62
21.69,16.63,19.31,16.96,23.64,51.51,20.27,17.86,30.24,165.12,258.2
18.77,22.84,15.08,18.97,16.61,50.58,21.15,15.39,24.81,163.01,255.46
20.16,20.63,17.22,21.35,22.51,54.93,21.55,15.77,30.85,171.19,241.83
18.73,17.9,17.5,15.52,13.19,54.94,19.25,15.44,31.48,173.7,239.49
20.68,11.85,18.42,22.99,18.69,49.38,20.3,16.16,32.86,159.44,244.55
18.39,20.98,20.58,24.11,17.73,48.11,19.62,15.45,21.69,154.05,243.83
18.91,22.44,20.39,14.41,23.77,51.34,19.69,14.99,28.75,164.17,263.91
14.41,19.28,17.7,17.47,14.51,50.83,19.15,12.1,26.14,164.55,231.74
16.95,20.37,20.72,19.24,23.09,52.34,17.26,13.54,24.45,164.09,250.59
21.33,16.99,16.43,22.1,10.65,42.32,20.47,16.11,28.86,135.91,231.69
16.73,20.16,20.26,18.27,16.94,41.46,18.46,13.67,29.29,133.0,231.9
19.82,21.27,24.46,19.74,16.28,53.08,26.72,16.03,33.6,166.82,296.12
17.66,25.27,18.46,19.48,11.81,42.63,18.03,13.99,30.57,135.64,257.11
13.21,10.63,20.08,14.72,26.38,59.86,27.34,9.84,31.22,192.39,205.51
22.59,15.68,25.7,21.48,15.83,47.29,14.38,18.18,31.19,148.58,275.29
21.4,19.1,15.95,14.1,22.9,48.22,16.17,17.85,29.45,155.15,258.92
14.58,19.82,27.03,20.34,21.55,52.3,20.14,11.22,20.8,169.37,236.88
15.55,19.53,22.74,17.32,18.5,56.35,26.6,13.03,25.79,180.1,237.42
23.08,19.35,21.25,10.3,15.94,48.44,25.25,18.52,36.46,154.28,238.66
16.83,20.93,15.36,17.66,18.46,55.33,24.61,13.05,28.0,178.68,248.2
23.26,28.18,18.11,17.98,19.18,56.7,24.07,18.66,30.77,180.43,299.65
26.94,23.35,15.45,19.14,21.44,47.19,18.98,21.46,35.58,146.35,286.46
17.43,17.71,21.94,25.29,13.6,44.08,14.59,13.98,22.99,142.11,238.05
23.88,18.27,15.86,17.91,16.36,44.91,17.81,18.82,35.1,145.13,246.19
19.09,19.57,23.45,19.14,16.45,57.2,24.9,15.43,33.69,183.17,251.6
9.91,19.94,22.5,24.31,21.19,52.86,18.44,7.57,15.75,167.83,224.58
14.2,20.42,19.06,14.26,20.61,59.13,20.45,11.01,29.94,182.36,218.89
19.83,16.45,22.57,23.3,18.33,52.13,14.25,16.35,28.9,168.69,252.21
15.83,22.79,17.7,30.84,23.5,54.42,20.87,11.52,27.41,171.41,252.99
21.8,25.17,13.02,16.03,21.63,51.58,20.67,17.77,32.66,167.93,252.24
16.35,22.32,14.54,18.69,16.65,51.0,28.19,11.79,25.7,162.04,242.54
19.72,21.66,21.62,20.29,23.41,58.09,25.86,14.7,28.0,183.13,283.37
9.98,24.2,22.57,22.09,22.15,39.31,24.65,8.27,19.67,128.15,223.95
23.21,18.45,11.03,19.43,25.19,45.21,18.59,17.78,31.91,146.46,266.05
17.63,22.5,18.07,19.55,21.93,50.37,18.63,13.88,29.55,161.51,254.4
22.91,23.19,15.58,25.07,15.49,47.36,13.81,18.74,33.06,150.94,285.68
21.11,21.31,20.45,22.52,21.28,49.52,12.28,17.56,28.36,156.1,279.03
26.88,21.67,21.55,13.22,21.84,58.61,25.85,20.86,37.79,185.52,322.31
15.7,16.08,19.43,11.73,22.34,49.04,25.01,11.86,28.08,155.59,219.0
23.2,15.24,20.81,18.29,22.18,46.06,18.49,19.21,29.97,148.73,267.81
20.8,17.39,18.96,22.13,14.54,38.63,11.58,16.98,29.59,125.12,242.03
16.83,17.94,20.65,15.83,24.41,50.5,22.57,13.7,29.78,161.95,258.39
20.69,16.83,21.38,24.73,14.59,53.6,17.31,15.87,33.61,177.73,251.13
17.8,26.14,18.46,22.48,20.84,42.72,16.92,14.14,25.31,139.93,271.62
16.96,21.18,21.87,20.78,24.72,53.62,22.77,14.18,31.61,175.68,266.58
7.73,22.11,17.0,19.68,22.19,53.11,24.26,6.88,16.82,174.33,202.72
29.72,22.14,21.65,17.82,20.49,46.65,21.58,23.43,38.18,148.95,310.08
19.2,27.79,26.11,25.04,25.11,47.01,14.97,13.95,27.03,153.83,277.43
20.22,19.68,22.24,28.79,24.34,45.66,19.11,16.19,27.52,146.88,267.6
24.63,17.24,16.18,16.24,15.74,47.62,17.75,21.45,35.69,151.35,268.13
19.71,24.02,17.85,19.87,21.64,55.88,22.21,15.17,32.32,180.57,261.69
24.64,21.61,21.19,9.85,20.81,49.87,18.2,20.21,36.97,158.87,267.15
14.09,17.17,25.37,14.0,22.36,47.34,24.16,11.14,25.17,152.69,221.22
22.49,18.98,17.5,19.14,21.83,51.52,19.23,16.93,32.23,162.68,262.92
20.09,18.28,24.31,18.61,20.89,47.42,19.25,15.83,31.45,149.45,273.51
19.16,20.26,23.89,19.54,20.41,44.08,17.7,15.51,26.82,139.23,263.36
24.94,19.76,19.72,23.55,15.38,46.59,21.51,19.68,33.77,150.02,279.01
25.57,22.1,12.73,25.83,21.43,47.63,14.83,20.0,34.43,153.67,281.24
22.9,22.09,26.73,21.08,22.42,52.15,23.97,18.89,34.83,165.81,281.83
19.89,17.98,19.41,21.31,15.06,52.83,21.7,15.97,30.31,169.62,251.26
21.36,21.47,20.98,17.19,25.42,51.96,25.19,18.5,32.83,166.24,261.02
22.25,27.95,21.59,21.83,20.92,56.52,21.9,18.15,26.4,179.97,290.46
24.24,23.79,19.09,16.03,24.2,52.11,19.6,19.1,34.05,166.78,279.39
27.61,28.97,18.99,18.15,18.35,46.92,16.62,23.54,40.09,148.87,299.91
24.89,12.09,16.47,22.5,23.81,51.21,20.86,19.3,37.78,158.95,264.99
16.8,17.51,20.29,17.85,17.24,47.76,14.54,13.75,27.03,151.92,238.03
16.83,22.98,18.45,16.77,18.71,50.9,20.14,13.63,25.19,164.3,236.87
19.25,14.97,22.48,15.33,19.93,45.52,20.77,14.76,29.83,144.78,233.94
28.02,25.33,22.35,20.19,17.18,47.45,18.7,22.93,41.24,153.69,309.29
16.52,18.1,21.29,26.71,21.76,57.24,25.3,12.19,28.98,184.4,248.67
21.34,18.99,20.18,26.28,18.82,47.99,11.58,16.43,27.96,153.82,270.14
22.39,19.16,23.51,27.42,13.59,48.07,16.71,17.9,32.22,154.83,259.72
16.28,16.16,23.4,16.29,18.63,41.41,14.47,12.09,25.27,135.5,232.89
22.88,16.2,18.22,25.22,20.65,58.2,21.2,17.85,33.14,184.94,267.95
18.85,18.9,24.16,18.81,21.08,53.73,27.09,14.79,28.42,171.26,264.64
18.86,21.24,28.69,19.53,16.76,50.32,24.68,15.03,23.05,163.38,274.64
15.31,15.32,16.97,18.58,14.77,52.17,20.99,12.59,24.22,166.13,213.6
19.41,26.33,22.55,16.95,25.79,45.04,16.93,14.9,31.32,146.92,284.03
21.92,13.54,16.19,12.61,17.39,53.43,26.2,18.16,31.76,170.74,231.4
20.29,15.8,25.94,18.3,23.99,36.3,16.64,15.69,31.22,118.16,258.57
20.52,19.88,21.31,22.07,17.04,55.8,19.72,17.02,30.48,180.27,262.01
26.15,20.11,26.13,28.2,11.7,40.31,6.89,21.71,35.22,129.11,298.41
15.94,21.25,17.12,18.11,20.73,47.36,20.5,12.58,25.32,152.07,249.81
19.57,16.22,16.57,16.35,20.21,55.44,15.35,16.29,30.14,174.0,244.99
18.43,21.5,15.13,22.49,17.85,49.59,20.09,13.78,32.44,157.57,267.62
13.19,19.3,20.22,23.63,13.7,51.04,22.07,10.26,23.42,166.61,234.73
20.92,13.81,14.92,16.27,21.74,54.34,26.94,16.7,29.8,173.3,238.77
23.64,24.41,17.45,17.23,27.43,48.95,19.95,19.56,33.0,155.84,283.6
21.6,18.7,22.73,22.04,23.56,54.35,19.55,17.18,29.59,173.93,291.53
19.66,14.38,24.25,23.71,18.57,46.43,17.86,15.89,25.65,149.86,250.02
23.5,22.78,24.01,22.64,12.77,50.48,16.14,18.1,33.02,159.51,271.83
29.79,17.49,16.69,14.52,25.23,57.28,24.44,24.02,42.17,183.76,298.47
23.52,17.15,19.9,25.04,21.9,47.46,17.01,19.34,34.86,152.84,287.41
20.71,20.0,16.89,21.97,22.61,52.36,20.88,16.91,34.33,168.15,261.44
